Descricao,UF,CodigoIBGE,DestinoFrete,cUF,Id
Conselheiro Lafaiete,MG,3118304,0,31,AD6304BB-1AF9-4133-9235-4B610D585F4C
Conselheiro Pena,MG,3118403,0,31,F0ABE2A7-2C31-492A-BBAA-C9F5B7459593
Consolação,MG,3118502,0,31,DA2F29F9-8CEC-4450-96D9-AAF4D2AB28F0
Contagem,MG,3118601,0,31,98DC6B64-7D5A-44D4-B8DA-D2570D906B9E
Coqueiral,MG,3118700,0,31,6FB626B6-EB04-4642-BAC7-61622CDE7DCB
Coração de Jesus,MG,3118809,0,31,E4D0E8C6-12FA-4712-92B9-7E013366050D
Cordisburgo,MG,3118908,0,31,B2CB5E0D-A2E1-4A43-BD71-79D567BE4282
Cordislândia,MG,3119005,0,31,C2B9D7D6-086F-481E-8710-891DBC5E5377
Corinto,MG,3119104,0,31,EF3D2A69-F87E-4A42-A530-0DE025CB4E3C
Coroaci,MG,3119203,0,31,B72ACCF1-B122-4BBE-8664-94E194C30028
Coromandel,MG,3119302,0,31,8885F2B1-BEC4-4213-9AD9-A1CA39E97ED3
Coronel Fabriciano,MG,3119401,0,31,ED5E98E1-261E-4F44-9047-47B56754F95F
Coronel Murta,MG,3119500,0,31,4FBC5964-CB9B-4428-BD02-8C62F994C6BE
Coronel Pacheco,MG,3119609,0,31,E3E00C54-C556-40A6-9AFC-8DF8B318B60A
Coronel Xavier Chaves,MG,3119708,0,31,0F06D6AF-ED1E-41B0-BF4E-A5B40F728DC0
Córrego Danta,MG,3119807,0,31,5499F08B-3C5C-4893-956B-F810DDFE9040
Córrego do Bom Jesus,MG,3119906,0,31,A545234C-637F-40DE-8F73-73718F442929
Córrego Fundo,MG,3119955,0,31,7C28D35B-F227-43AC-AE1C-A119372E0933
Córrego Novo,MG,3120003,0,31,63574F88-DBEF-4579-A454-11D8A7BDD0B2
Couto de Magalhães de Minas,MG,3120102,0,31,654D4381-134E-46AB-BC73-590D8198FA84
Crisólita,MG,3120151,0,31,E77303CA-7A87-41FB-A0DA-8FBBABC0BB13
Cristais,MG,3120201,0,31,338EF606-7E63-4645-AFBD-97242B7E5068
Cristália,MG,3120300,0,31,2F11EE07-48C1-4B59-BE12-DAE107E11CFF
Cristiano Otoni,MG,3120409,0,31,88D79AB6-894D-4897-AA32-25C3B0E0A73E
Cristina,MG,3120508,0,31,66912E24-BFD0-4FCB-A503-1755D94088F4
Crucilândia,MG,3120607,0,31,A6B909F7-1FEB-4098-B4A1-F682CBECDACA
Cruzeiro da Fortaleza,MG,3120706,0,31,D2B9845A-4B6C-40F0-90F7-386F1F11A0DF
Cruzília,MG,3120805,0,31,DAFA8FF3-0C08-4003-80D7-2E69BCBA3B51
Cuparaque,MG,3120839,0,31,6C24DC89-484B-49C3-A25B-3647AA6F9751
Curral de Dentro,MG,3120870,0,31,7FB3C1A9-2BF8-4139-8B32-5E595476BE62
Curvelo,MG,3120904,0,31,31F88B3B-8039-4197-A936-D3A2AF3722B5
Datas,MG,3121001,0,31,83F103C6-3EBB-40E0-8B25-07E52724C767
Delfim Moreira,MG,3121100,0,31,BA7E08CA-434A-4F7A-9760-E9B6346F2A5B
Delfinópolis,MG,3121209,0,31,11FC09AF-D7FD-499F-A063-EF149303C7A9
Delta,MG,3121258,0,31,9FDB53DA-7DE7-41D5-9A48-86AC6C9D5883
Descoberto,MG,3121308,0,31,78857415-2B78-4277-9A24-838088B81EFF
Desterro de Entre Rios,MG,3121407,0,31,1360D24C-C066-4E9D-A3E2-2631B5C11C04
Desterro do Melo,MG,3121506,0,31,0086F656-0F9E-4668-B7A1-3A7AB21B4DC1
Diamantina,MG,3121605,0,31,A646BEB0-F096-48E3-8EC1-B3874E25635E
Diogo de Vasconcelos,MG,3121704,0,31,11C617A9-88B3-4599-98F9-BBCD74206472
Dionísio,MG,3121803,0,31,A0859E21-066C-4688-B62A-F0167FCA6081
Divinésia,MG,3121902,0,31,E23A764B-95ED-40EC-BE64-5E18A2351FFF
Divino,MG,3122009,0,31,B747550A-DF7C-4A57-9BCA-E499C317E1D3
Divino das Laranjeiras,MG,3122108,0,31,07604EB5-4C80-4EC4-8EDC-44842B255999
Divinolândia de Minas,MG,3122207,0,31,8B2E940A-660C-4ACC-9535-F7D7F849501F
Divinópolis,MG,3122306,0,31,00DBCC31-7349-435D-B956-471DA1DA125D
Divisa Alegre,MG,3122355,0,31,74EFACEA-0E0F-420E-8757-5A20AEFA4D74
Divisa Nova,MG,3122405,0,31,1C8596F0-7920-40C2-963C-AD1FDF8368E8
Divisópolis,MG,3122454,0,31,01F9ED35-3902-4B4D-B642-A1C935877D27
Dom Bosco,MG,3122470,0,31,C0B35D42-17F2-4B71-9488-B95F8D1C9BFA
Dom Cavati,MG,3122504,0,31,C3AA6596-88A3-4806-B9AA-9FBA1E5C5F7E
Dom Joaquim,MG,3122603,0,31,A32FAB01-0D09-4E68-A2BD-C5B85FBD3674
Dom Silvério,MG,3122702,0,31,3FB64153-218C-485F-AE79-E02AD4DF3C29
Dom Viçoso,MG,3122801,0,31,F0253BD2-1048-4D45-BAC6-9BB151394A42
Dona Eusébia,MG,3122900,0,31,3D5E7C1A-DFC2-4300-9AF7-FEE4A076C93F
Dores de Campos,MG,3123007,0,31,D0F672A6-8507-4946-B8EE-2C4877AD8C26
Dores de Guanhães,MG,3123106,0,31,784D18C3-3F2A-4414-A4FC-E6848A20A469
Dores do Indaiá,MG,3123205,0,31,7F755273-925A-4B83-9FB2-2106E53D5E0C
Dores do Turvo,MG,3123304,0,31,F76A79BF-329F-4186-932B-F24AD5EB29A2
Doresópolis,MG,3123403,0,31,AC64309C-5F27-427E-8277-99289D43D416
Douradoquara,MG,3123502,0,31,77CFBEA3-45A2-4773-8CB2-0BF6A9BB49FE
Durandé,MG,3123528,0,31,53DDC045-5784-42B6-B8E2-F4865561C385
Elói Mendes,MG,3123601,0,31,48814150-F5D9-402F-933E-5677AD733A2C
Engenheiro Caldas,MG,3123700,0,31,67E72002-4F91-475F-B5D4-6599E2540EAD
Engenheiro Navarro,MG,3123809,0,31,C7497866-DCB2-486D-924C-BE1EB93155E5
Entre Folhas,MG,3123858,0,31,04E1AFFE-F465-4E2E-A6DD-22469213B630
Entre Rios de Minas,MG,3123908,0,31,8D59A785-F78F-4350-ADF6-51A44DC8625D
Ervália,MG,3124005,0,31,3D615783-B338-4577-BB83-6AD506BFB947
Esmeraldas,MG,3124104,0,31,3627D29D-F988-4CEF-8D58-452390DF13A0
Espera Feliz,MG,3124203,0,31,17A07769-9CC4-4DC7-85EE-268D488D5975
Espinosa,MG,3124302,0,31,0A0BBA94-6B12-4BD5-822D-165B25CF5CCE
Espírito Santo do Dourado,MG,3124401,0,31,3D3F887F-9454-4C5E-AA73-BE8E3A1CB341
Estiva,MG,3124500,0,31,36FD506A-BCE4-43D0-9678-CC1D1F658812
Estrela Dalva,MG,3124609,0,31,FF0EE707-78DF-4537-BF02-FA431119EDE5
Estrela do Indaiá,MG,3124708,0,31,97B8AF65-A270-4DDA-9C84-06055D53A9A3
Estrela do Sul,MG,3124807,0,31,5E14302D-7B1C-426F-A61C-EBB3A9656311
Eugenópolis,MG,3124906,0,31,2BF58FF2-CE81-4960-AF43-83327ACCBEAF
Ewbank da Câmara,MG,3125002,0,31,C132CAEE-EDE4-4E14-B83C-6E34DA218D0E
Extrema,MG,3125101,0,31,13EAA5EB-4810-418A-85A4-1732DFE49892
Fama,MG,3125200,0,31,21651614-A416-4024-B5C5-6F3539FBA863
Faria Lemos,MG,3125309,0,31,EEF58991-9014-476F-9B11-30379B7F37AD
Felício dos Santos,MG,3125408,0,31,C5E2421C-74B6-4126-815A-27BC83AAD088
São Gonçalo do Rio Preto,MG,3125507,0,31,6B5CC426-C149-4F7E-AEBE-EB5B6D25A791
Felisburgo,MG,3125606,0,31,BA2B9D1B-CFEB-406C-A87F-470F19E7AA26
Felixlândia,MG,3125705,0,31,DBA834A2-9380-4CC8-AFA1-EF768677FBA4
Fernandes Tourinho,MG,3125804,0,31,DE08C8E1-AB22-407A-BA12-C7C1E523FB05
Ferros,MG,3125903,0,31,82BF95BF-6C0E-4F01-BF99-11169862539A
Fervedouro,MG,3125952,0,31,0C171474-67E0-4825-B23A-3317E64523F3
Florestal,MG,3126000,0,31,7553774E-C4A7-477B-9002-3D8A19E2CA6C
Formiga,MG,3126109,0,31,C2260666-3B1A-4E83-8612-7F303C06E7E3
Formoso,MG,3126208,0,31,8A8C3A89-D4DD-434D-A931-19134D527C67
Fortaleza de Minas,MG,3126307,0,31,103BE584-E7E1-40F9-ADEB-E8AFB6F9A94E
Fortuna de Minas,MG,3126406,0,31,420EFAB8-BE83-4F90-8983-D58E86CF2E08
Francisco Badaró,MG,3126505,0,31,4688A38A-2871-4B35-A072-6B79DD62ECB6
Francisco Dumont,MG,3126604,0,31,4BD4D796-36DB-47B2-B473-0D3B14331CD8
Francisco Sá,MG,3126703,0,31,25DC5265-3EE6-4B9C-AF62-EB4DD93FFA18
Franciscópolis,MG,3126752,0,31,11ED8AF6-E12E-40E8-AEC5-1D69C8C23531
Frei Gaspar,MG,3126802,0,31,21F49179-7E79-4CD6-ABAE-AADC937BD232
Frei Inocêncio,MG,3126901,0,31,A1516206-AD20-44FC-8ACB-9D43900FC7F1
Frei Lagonegro,MG,3126950,0,31,9AEB450C-A1AA-47B9-90F2-6FE7305EE1EE
Fronteira,MG,3127008,0,31,545F8EA1-2575-4F6C-A1F5-1109C02E57A8
Fronteira dos Vales,MG,3127057,0,31,A6844817-57E6-4E5F-9921-469051D272F0
Fruta de Leite,MG,3127073,0,31,88AEF146-CA0F-485B-A5AC-853980DF8395
Frutal,MG,3127107,0,31,29EF65CC-4ABC-44CC-AB41-D17BFD0017AC
Funilândia,MG,3127206,0,31,8AB791DA-AF85-4A39-99C1-A889514CAFB9
Galiléia,MG,3127305,0,31,CBC83F32-BAAE-4B14-AF92-3BA4865A02BE
Gameleiras,MG,3127339,0,31,8C11599F-61E2-490E-A924-A08CFCEAC884
Glaucilândia,MG,3127354,0,31,28506620-DFB8-4DC7-9540-AD0B645989FC
Goiabeira,MG,3127370,0,31,0CB0ED67-37FB-4DD9-9C3E-3C3047E1DADA
Goianá,MG,3127388,0,31,09B550DF-8E05-4196-81DF-77E9FF9E1C67
Gonçalves,MG,3127404,0,31,CCF8E6EF-E76D-4023-BAB9-452D88931A32
Gonzaga,MG,3127503,0,31,AB98BE4F-B0C9-4275-A11E-4B086CD0253D
Gouveia,MG,3127602,0,31,BFBAEDE7-C179-4E9A-9B78-B0441E4A59E2
Governador Valadares,MG,3127701,0,31,308D6918-820C-47D0-A45D-5C22063DA007
Grão Mogol,MG,3127800,0,31,C512194B-3E80-4CA4-9AE6-2D4E0751D4D3
Grupiara,MG,3127909,0,31,5F4EA1B5-931A-4CDF-B422-A40A76F50B6D
Guanhães,MG,3128006,0,31,B32A8B11-028F-45D6-8CA2-AAE293B1719D
Guapé,MG,3128105,0,31,E37538E8-7DCD-42F4-9C32-F382D04F5C60
Guaraciaba,MG,3128204,0,31,1F79C76B-3D8F-4F88-A3A2-DE4AB9251B85
Guaraciama,MG,3128253,0,31,3B274B4D-B8D5-459A-A3E9-CD6D66A8F872
Guarani,MG,3128402,0,31,1AB90D79-50CE-4C0B-AF95-041E079983AE
Guarará,MG,3128501,0,31,99346AE2-4EE5-4FE7-B204-3AD135A4A3C2
Guarda-Mor,MG,3128600,0,31,A9F7642A-EB31-43BE-A30C-F8AE4F88D2E4
Guaxupé,MG,3128709,0,31,EDF187F6-21DE-4CC9-90B8-833E24043D97
Guidoval,MG,3128808,0,31,E861FC32-E3CB-43D0-B8DC-9E270C74DB84
Guimarânia,MG,3128907,0,31,3A17EF89-4E18-4D68-8D8B-EDB59EF12749
Guiricema,MG,3129004,0,31,C24C4566-7D52-4712-9862-BDC605073D58
Gurinhatã,MG,3129103,0,31,1D3EE62D-6B3B-4B80-B16F-5F7C10622688
Heliodora,MG,3129202,0,31,BE554ABE-BDBF-4B68-8F78-5204000232E8
Iapu,MG,3129301,0,31,F41CCA99-1C12-49A4-87D9-177DD931C301
Ibertioga,MG,3129400,0,31,2649BF4F-CEEE-4E95-84AE-85E339BF0BD2
Ibiá,MG,3129509,0,31,6F726BA5-00CD-4515-85BF-F48D7EE16212
Ibiaí,MG,3129608,0,31,BD08985E-F06A-443B-9416-B128D4E34B0A
Ibiracatu,MG,3129657,0,31,0AAEEF9B-EADE-4BE7-8597-11CEE97D856E
Ibiraci,MG,3129707,0,31,EB4E3CA4-3AAA-4D64-B3EA-7685D6B87A67
Ibirité,MG,3129806,0,31,E300EAC9-8674-40A0-BFA4-34BC76C4DFF5
Ibitiúra de Minas,MG,3129905,0,31,04366E5B-E481-481A-8953-06257F735D87
Ibituruna,MG,3130002,0,31,CA371BB9-3B0B-4871-96E4-347C1CD86D4E
Icaraí de Minas,MG,3130051,0,31,24FABA96-7254-44AB-A93E-D33017641C30
Igarapé,MG,3130101,0,31,64E66799-E7F6-4CD5-B7AC-9842A5124F93
Igaratinga,MG,3130200,0,31,AA5BBE57-13A8-486C-8F13-CA229F2D538F
Iguatama,MG,3130309,0,31,A1EEF316-AC30-47AC-96D7-2AEA2B5D1C40
Ijaci,MG,3130408,0,31,92893CA5-CF45-41C9-8014-B9779B7B724F
Ilicínea,MG,3130507,0,31,64A31616-BBE0-4CE9-A8A9-AB4EBA8DA88B
Imbé de Minas,MG,3130556,0,31,C92361BF-0020-4E78-95C0-0E04E2D84966
Inconfidentes,MG,3130606,0,31,E1220D37-8AAE-4F11-8E91-92D8A7E19182
Indaiabira,MG,3130655,0,31,84C21D22-FA4B-41F7-96EE-48A16E632CB1
Indianópolis,MG,3130705,0,31,323CB02D-A808-4472-B8CC-4F72BEB9EBFB
Ingaí,MG,3130804,0,31,A0EC58AE-0A48-4AC8-9687-580791206B84
Inhapim,MG,3130903,0,31,64442EE0-B26F-4E8B-A0BB-BD3E1998BED6
Inhaúma,MG,3131000,0,31,36B3DDA6-7E5A-4A9B-9A6A-34DBD50F4BAE
Inimutaba,MG,3131109,0,31,5F69C49F-5339-40B5-9978-295E4BD520B4
Ipaba,MG,3131158,0,31,9D7EB34D-D866-4813-8C32-F8757A70A470
Ipanema,MG,3131208,0,31,0C379E32-0AD1-4F69-B234-2054D38F3B16
Ipatinga,MG,3131307,0,31,465ACE54-B52C-473B-ADA1-A32118F866F9
Ipiaçu,MG,3131406,0,31,07E6C66E-7552-45B2-8640-9CDFBB40BB91
Ipuiúna,MG,3131505,0,31,35157DF1-2E80-4329-A9FC-BC91A4B9566F
Iraí de Minas,MG,3131604,0,31,D16C0693-206F-42FD-88F1-12D9A14C9D54
Itabira,MG,3131703,0,31,33DFAE31-BEDE-4839-A39D-BE408E4C81A8
Itabirinha,MG,3131802,0,31,29FEFF40-09C6-4217-8E1B-CE1B89F5F533
Itabirito,MG,3131901,0,31,1E51C37A-2EAF-430F-9644-F0481CF179E4
Itacambira,MG,3132008,0,31,5CCBE041-19C2-4101-A4C3-5D0540ACF8B3
Itacarambi,MG,3132107,0,31,33375711-9C6E-490E-A3BC-D2841261929C
Itaguara,MG,3132206,0,31,636CA873-E9EF-44B7-9D6B-3F7C4F794E9E
Itaipé,MG,3132305,0,31,BA2E5DA2-7D7E-4D8A-B8C9-5CFFD35CE7C4
Itajubá,MG,3132404,0,31,36403E82-A719-4EFE-9B27-B830489107AD
Itamarandiba,MG,3132503,0,31,8679A7C8-93BB-4220-BE3C-5F8E0C25C3EE
Itamarati de Minas,MG,3132602,0,31,9CCAED62-AE17-443A-AC54-226814E83DF2
Itambacuri,MG,3132701,0,31,1D82B7D8-07F3-4682-84DD-F20DDF3A6F77
Itambé do Mato Dentro,MG,3132800,0,31,7B03096A-5EC2-40F0-8F6F-400768A54143
Itamogi,MG,3132909,0,31,18FEBB11-A81A-4CDF-94D5-7392F694FAF4
Itamonte,MG,3133006,0,31,95469A05-E555-4B39-8150-29DC63EB4A7A
Itanhandu,MG,3133105,0,31,AAB8DFAA-B131-4100-A975-25455FBF52BB
Itanhomi,MG,3133204,0,31,85E6149B-F59D-4BC6-BCEB-584835C0FE79
Itaobim,MG,3133303,0,31,61A107DA-89C0-4507-AE62-D15605E8FFEC
Itapagipe,MG,3133402,0,31,C828B55F-C2B0-4E08-9BF7-4940D2812D27
Itapecerica,MG,3133501,0,31,6854CF9F-CBF8-4780-93D9-B5674923768E
Itapeva,MG,3133600,0,31,0468DF0A-5676-4CCD-9189-CF09665C75F1
Itatiaiuçu,MG,3133709,0,31,E15D3DA8-BED9-4D45-9D0A-C97A0DD8AC84
Itaú de Minas,MG,3133758,0,31,01118E3C-B9FD-4203-8293-7D68A2B88EA2
Itaúna,MG,3133808,0,31,8E6182B9-1C97-4F58-AB7B-583BF2605B17
Itaverava,MG,3133907,0,31,8C612C8F-5440-4D09-A99D-41F868643FDD
Itinga,MG,3134004,0,31,5D3C4F99-3E2E-461B-ACCF-399208AC9F0F
Itueta,MG,3134103,0,31,B3053242-4168-4EB0-916A-4C335A0EED09
Ituiutaba,MG,3134202,0,31,B4767A4F-117D-4EDD-9F4E-4ABDFDA6D403
Itumirim,MG,3134301,0,31,29A14984-F54D-475F-98A3-FCDE89686F91
Iturama,MG,3134400,0,31,81E4691B-252F-4562-819D-A05E592489F9
Itutinga,MG,3134509,0,31,9C85286F-635B-4D42-952B-958EAEA58D17
Jaboticatubas,MG,3134608,0,31,E2B809A6-8479-44EB-83F5-D97486A264CD
Jacinto,MG,3134707,0,31,222225EB-5D30-41BC-82BB-8BF5D6794555
Jacuí,MG,3134806,0,31,B55422BD-8296-467F-9260-130D2EA9BFDF
Jacutinga,MG,3134905,0,31,81DC23DB-F5F8-467A-A442-B9A3E21BA0D0
Jaguaraçu,MG,3135001,0,31,0E0EFB7A-CD21-4866-95E0-8ACD8E040980
Jaíba,MG,3135050,0,31,1F0EC009-7177-410B-99AF-73FE75CFA418
Jampruca,MG,3135076,0,31,4062E96A-A34B-4357-A3A3-A819C56F6338
Janaúba,MG,3135100,0,31,20594BD4-BEC4-49F7-8102-B32DCED333C6
Januária,MG,3135209,0,31,6AFD339D-2EAD-42EF-B446-0FC0E1FBEAD5
Japaraíba,MG,3135308,0,31,48748D7C-22E7-43F9-A906-C9A96E74CA9E
Japonvar,MG,3135357,0,31,DC8775B2-A3A2-496B-AD68-F6D00CE6962B
Jeceaba,MG,3135407,0,31,ADE1F00B-83EA-4D9B-A994-13596BEF69E0
Jenipapo de Minas,MG,3135456,0,31,1BC5580C-47ED-4E9E-B867-0985C54FC90F
Jequeri,MG,3135506,0,31,A93C4375-409B-4203-B441-84D383CE6E0C
Jequitaí,MG,3135605,0,31,7BF8C960-96E4-417F-9D1B-4AA1B34375A0
Jequitibá,MG,3135704,0,31,9CBCA136-69E3-4E7A-9EA7-2960DC06DB09
Jequitinhonha,MG,3135803,0,31,8FE3583B-0BE7-4291-908E-1A041B1DF5AE
Jesuânia,MG,3135902,0,31,82525EB4-9610-48DB-A654-01F1DA28A4AE
Joaíma,MG,3136009,0,31,0AA32457-9D6F-48EE-ADC2-698FC2AB4015
Joanésia,MG,3136108,0,31,3478E242-FAD5-4161-AF56-C42DC745AA15
João Monlevade,MG,3136207,0,31,0BB5BD20-1DB1-45E9-95FB-BAEE4AE4EA79
João Pinheiro,MG,3136306,0,31,5DDE9660-3070-4AA6-8962-0697D0756ED2
Joaquim Felício,MG,3136405,0,31,1D542CDD-2D66-411E-9484-1ED8F41B7598
Jordânia,MG,3136504,0,31,F3D3C941-723C-4B8E-B79B-9A18F1573E93
José Gonçalves de Minas,MG,3136520,0,31,E7187E9A-D843-484D-AD57-26C9CF7E66EA
José Raydan,MG,3136553,0,31,9CCD046E-9450-4F5E-B229-C9D66398160F
Josenópolis,MG,3136579,0,31,B8333B08-4D0C-4779-87DB-BDFE5A4DAFD5
Nova União,MG,3136603,0,31,DB78D948-21B3-4C5D-A256-178B90CB47AE
Juatuba,MG,3136652,0,31,B9F123B4-F88B-4A21-9D79-D811B100DA80
Juiz de Fora,MG,3136702,0,31,2CA7BEE7-1C4F-4538-9BAA-0E8A95A9D73F
Juramento,MG,3136801,0,31,62433C8F-5325-4495-9268-245C4E134487
Juruaia,MG,3136900,0,31,A745AE34-47E5-4541-AF87-B83E61EF1DE3
Juvenília,MG,3136959,0,31,12D1559E-DEE9-4F0D-BF92-A420986E9045
Ladainha,MG,3137007,0,31,23863F50-6309-455A-A137-13606FBE344F
Lagamar,MG,3137106,0,31,DC05E6FF-5948-4D5C-906F-517A0F40A58A
Lagoa da Prata,MG,3137205,0,31,5C7B9EDF-A1AC-4CC3-8355-DBF4D2445520
Lagoa dos Patos,MG,3137304,0,31,00D76BED-FC9C-4F7D-BF70-1874F61B4665
Lagoa Dourada,MG,3137403,0,31,12425FB0-373B-498E-B1F6-4B35D4EB589E
Lagoa Formosa,MG,3137502,0,31,9B99B9FF-EB8E-4B07-8836-7D81A90B5F86
Lagoa Grande,MG,3137536,0,31,BF3A48B5-0C8B-49F7-9350-44D764B28A75
Lagoa Santa,MG,3137601,0,31,4211E4F6-8F94-42A6-B1EA-5C464CEED276
Lajinha,MG,3137700,0,31,23F563C4-0CDA-4FFA-9701-74943D0443C8
Lambari,MG,3137809,0,31,7004B99D-0252-4B33-A4E1-ADFBA3C9E531
Lamim,MG,3137908,0,31,6A2BA48B-A2EE-4FA5-9DA6-0858C065F7A9
Laranjal,MG,3138005,0,31,9C1B2286-8B48-4C12-BAED-F89AF876AD7D
Lassance,MG,3138104,0,31,AC0AD58D-C395-4F90-A344-BE1C154F9B36
Lavras,MG,3138203,0,31,0B3AF2EA-0848-4D99-8078-80221CD6D7AA
Leandro Ferreira,MG,3138302,0,31,FE94FC1F-73A8-43FB-A24E-14007E5D4E19
Leme do Prado,MG,3138351,0,31,95760A54-D6C8-4A50-B95C-9352F85BCB3E
Leopoldina,MG,3138401,0,31,26C6309F-FCB0-4E72-8A58-9908C5BBB2A9
Liberdade,MG,3138500,0,31,F9A48B85-727F-40B4-AA5C-BFA52CA52B0D
Lima Duarte,MG,3138609,0,31,BEBDE7A7-20AF-486D-A20B-198C4926C8EF
Limeira do Oeste,MG,3138625,0,31,1F49E756-23E3-4AC2-8DA7-BDBA7D29C987
Lontra,MG,3138658,0,31,F9CF0D87-7E9F-497E-B048-CCAD9069B080
Luisburgo,MG,3138674,0,31,F1D80A7B-B207-4050-B2B5-9358AC81D122
Luislândia,MG,3138682,0,31,6ACC4067-F7D2-4DEC-9D43-B60CCE593761
Luminárias,MG,3138708,0,31,57613AE6-1EE3-46A8-986C-E18A15411FA8
Luz,MG,3138807,0,31,DE649ED3-0736-44CF-80AD-B64A291FDBC6
Machacalis,MG,3138906,0,31,457C2B49-B729-42C0-AABF-B15A2DAFCCD3
Madre de Deus de Minas,MG,3139102,0,31,CF7D2B09-09C3-4A19-AA7F-006D82F9893E
Malacacheta,MG,3139201,0,31,1F070600-2BD2-4315-BD64-B9781E60FB71
Mamonas,MG,3139250,0,31,A2CF9C77-A04C-44CF-B127-D8CC6CA28850
Manga,MG,3139300,0,31,E05E0554-B341-46BC-A18F-DED5737C871D
Manhuaçu,MG,3139409,0,31,FDC122B5-D9D8-4AE8-BB49-51028CB8C16D
Manhumirim,MG,3139508,0,31,F301FA9F-A232-4A1A-8521-3880C1A71DAD
Mantena,MG,3139607,0,31,FE31FAFF-51E7-4701-85FD-12BE73C36BD0
Maravilhas,MG,3139706,0,31,AAC88875-B0E6-46D7-A21C-1734044F4CAD
Mar de Espanha,MG,3139805,0,31,AB6F230C-9B02-48AD-8A9A-03D3C47D5BA2
Maria da Fé,MG,3139904,0,31,B758FAF0-D45F-49A0-B6B0-3D144C2D7ED3
Mariana,MG,3140001,0,31,30CCD61B-3862-463F-A09E-5ACA9C544A31
Marilac,MG,3140100,0,31,DF1483EA-6C63-4BEE-BAD5-08507E5CAB38
Mário Campos,MG,3140159,0,31,B9BD6A29-50B0-48FC-9E08-A66D51552C8D
Maripá de Minas,MG,3140209,0,31,49407C29-6251-498B-8911-0258D599A5EA
Marliéria,MG,3140308,0,31,0A19565B-73A0-4152-BBB7-BD55D082BE94
Marmelópolis,MG,3140407,0,31,7834D688-D83B-4B8E-BA09-B180A2B5F92D
Martinho Campos,MG,3140506,0,31,1E3AEEA9-B8A1-4C62-BB96-282D43E605DB
Martins Soares,MG,3140530,0,31,795C6E22-1F8C-4B09-BC58-17034AC7DDFB
Mata Verde,MG,3140555,0,31,F6824FB0-1EF6-4647-BDAE-9CF3FE6E9A28
Materlândia,MG,3140605,0,31,957B9D80-E63A-4514-B2C9-E53C71D8848B
Mateus Leme,MG,3140704,0,31,C44A50BB-023A-4C83-B192-93AEA896FC1E
Matias Barbosa,MG,3140803,0,31,C1E97E89-4565-45FC-AC5E-65B0D93A57E0
Matias Cardoso,MG,3140852,0,31,BAA79F4E-50A9-4F34-A813-763E6FC4B6F7
Matipó,MG,3140902,0,31,F91AC3B2-B647-4578-8736-93D998D3C2F6
Mato Verde,MG,3141009,0,31,169EC462-C07C-4490-90F8-F2926DBD7D7B
Matozinhos,MG,3141108,0,31,51ED00FA-6556-4C42-A2E1-FA21087E9FA2
Matutina,MG,3141207,0,31,7234D8E6-F101-463D-9E3C-157F7E59FBE5
Medeiros,MG,3141306,0,31,80313CD9-D172-40A1-A4D4-2E86F4E25092
Medina,MG,3141405,0,31,EC48B647-4613-40C0-854A-AEE664C89675
Mendes Pimentel,MG,3141504,0,31,6D6458F8-FD72-4108-8906-9B7E109E0CCD
Mercês,MG,3141603,0,31,474805AA-AF98-41DE-BE28-3DE619030D0A
Mesquita,MG,3141702,0,31,F01BE82C-71D0-493C-9904-E2021647C3FC
Minas Novas,MG,3141801,0,31,C88852EF-7CAF-4A60-A307-400F3016C2C6
Minduri,MG,3141900,0,31,147E9C28-E1B9-4ADC-95E4-C875316175FF
Mirabela,MG,3142007,0,31,E7B04C14-5453-4D47-82DE-D5CB15EA6E08
Miradouro,MG,3142106,0,31,8F9014EC-8B4D-4D0C-9C1B-995D74FF4EFF
Miraí,MG,3142205,0,31,3502F4AC-52EE-48A0-ADBE-5983E0482E6C
Miravânia,MG,3142254,0,31,124FEA1F-03DA-4314-AC8E-46E772A3415C
Moeda,MG,3142304,0,31,5FD9F21B-BB62-4601-8366-9D4A8699268C
Moema,MG,3142403,0,31,1DCF2050-F80C-4493-8CBB-804DF4EC0244
Monjolos,MG,3142502,0,31,BE39D1AE-3E88-437E-91E4-18D7E11FA667
Monsenhor Paulo,MG,3142601,0,31,C1ABB32A-25D3-4762-9D9C-67D8706581E1
Montalvânia,MG,3142700,0,31,AB5C4762-7B39-4F5E-A5B7-3B18EBF2FA3A
Monte Alegre de Minas,MG,3142809,0,31,5594ED2D-DF58-453F-A8EA-DE70297A1095
Monte Azul,MG,3142908,0,31,77046BE3-784B-4D2F-B45B-4C76D43CD59A
Monte Carmelo,MG,3143104,0,31,4683AF0D-8209-497B-88CC-D72D38AE80F9
Monte Formoso,MG,3143153,0,31,4C454494-9EA2-4B7A-9D2A-9A67E36A17F8
Monte Santo de Minas,MG,3143203,0,31,4BB38C3D-261A-441A-BA5E-9F0A1D6F387A
Montes Claros,MG,3143302,0,31,CDB2181B-A1D1-41DC-B9A9-986106C517A5
Monte Sião,MG,3143401,0,31,011E83A6-0065-4B1D-A320-6C6853AE274D
Montezuma,MG,3143450,0,31,F0B53231-F163-4A06-A27E-DEBF6F401EAA
Morada Nova de Minas,MG,3143500,0,31,5892D959-BAD4-41FE-9E36-9EDBBCD78786
Morro da Garça,MG,3143609,0,31,9CDCE562-B47F-4BF3-A663-81E406544465
Morro do Pilar,MG,3143708,0,31,68C1751E-FE49-4F43-AC19-7C929D10F273
